,index,desc
6818,6818,"""In the thrilling conclusion to the bestselling Raven's Shadow trilogy,
Vaelin Al Sorna must help his queen reclaim her Realm. Only his enemy has a
dangerous new collaborator, one with powers darker than Vaelin has ever
encountered. The Ally is there, but only ever as a shadow, unexplained
catastrophe or murder committed at the behest of a dark and vengeful
spirit. Sorting truth from myth is often a fruitless task. After fighting
back from the brink of death, Queen Lyrna is determined to repel the
invading Volarian army and regain the independence of the Unified Realm.
Except, to accomplish her goals, she must do more than rally her loyal
supporters. She must align herself with forces she once found repugnant --
those who possess the strange and varied gifts of the Dark -- and take the
war to her enemy's doorstep. Victory rests on the shoulders of Vaelin Al
Sorna, now named Battle Lord of the Realm. However, his path is riddled
with difficulties. For the Volarians have a new weapon on their side, one
that Vaelin must destroy if the Realm is to prevail: a mysterious Ally with
the ability to grant unnaturally long life to his servants. And defeating
one who cannot be killed is a nearly impossible challenge, especially when
Vaelin's blood-song, the mystical power that has made him the epic fighter
he is, has gone ominously silent."""
6819,6819,"Returning to the fantastic land where he had routed the evil Lord Foul,
Thomas Covenant, now a legendary hero, must once again take up the quest to
destroy the land's sinister forces."
6820,6820,"The author chronicles his descent into depression, discussing not only his
own experience and recovery but also how others can find help"
6821,6821,"Her life of privilege in Cambodia shattered by the outbreak of civil war on
the streets of Phnom Penh, young Raami endures four years of loss,
starvation, and brutal forced labor while clinging to memories of the
legends and poems told to her by her father."
6822,6822,"After Gin’s family was murdered by a Fire elemental when she was thirteen,
she lived on the streets and eventually became an assassin to survive. Now,
Gin is given an assignment by her handler to rub out an Ashland
businessman, but it turns out to be a trap. After Gin’s handler is brutally
murdered, she teams up with the sexy detective investigating the case to
figure out who double-crossed her and why. Only one thing is for sure —Gin
has no qualms about killing her way to the top of the conspiracy."
6823,6823,"A collection of six essays addresses the author's views on moral idealism,
laying the foundations for his later, more fully developed trancendentalist
ideologies."
6824,6824,"Adele Faber y Elaine Mazlish han ayudado a millones de familias con sus
bestsellers. Ahora, y por primera vez en español, estas aclamadas expertas
a nivel internacional nos ofrecen una guía que le dará las herramientas
necesarias para ayudarles a sus adolescentes -- ¡y a usted mismo! -- a
sobrevivir la etapa difícil de la adolescencia. ""Mi hijo de trece años pasa
su tiempo con los peores chicos de la escuela. Le paso diciendo que se
aleje de ellos, pero siempre me ignora. ¿Cómo hago para que me haga caso?""
""Mi hija pasa mucho tiempo en el Internet charlando con un muchacho de
dieciséis años. Bueno, por lo menos eso dice él. Ahora la quiere conocer.
Ella está muy entusiasmada. Yo tengo miedo. ¿Qué hago?"" ""Acabo de enterarme
que mi hija de doce años fuma marihuana. ¿Cómo la confronto?"" Vivir con un
adolescente puede ser abrumador. A veces es como si nuestros niños
cariñosos se convirtieran de la noche a la mañana en adolescentes
independientes, con sus propios pensamientos, gustos y valores. Hoy en día,
los jóvenes están creciendo en un mundo más cruel, más materialista, más
sexual y más violento que antes. ¿Qué se debe hacer? Tras muchos años de
investigación, conferencias y comentarios que han recibido, Faber y
Mazlish, autoras del clásico bestseller Cómo Hablar para que los Niños
Escuchen y Cómo Escuchar para que los Niños Hablen, han desarrollado una
innovadora forma de mantener un diálogo abierto y respetuoso entre padres y
adolescentes, una estrategia que le pone frenos al conflicto, reduce
frustraciones y fomenta conversaciones acerca de las drogas, el sexo y
otros temas difíciles y de actualidad. Escrito en el estilo práctico y
popular de estas galardonadas autoras, y lleno de sugerencias, historias y
dibujos, esta guía le ayudará a construir una relación más comunicativa y
menos conflictiva con sus adolescentes."
6825,6825,Provides the music and lyrics for the long-running Broadway musical
6826,6826,AfterburnSylvia Day
6827,6827,"Portrays the joys and troubles of five high-spirited Jewish sisters as they
grow up in New York City."
6828,6828,InfluxDaniel Suarez
6829,6829,"The discovery of a body pairs the last of the Druids, Walker Bob, with the
magical Isle Witch, a beautiful and enigmatic young woman who wields a
powerful magic, on an epic voyage aboard the Jerle Shannara to solve a
mystery. Reprint."
6830,6830,"The longtime owner of the Washington Post recounts her experiences,
including how she rebounded from her husband's suicide to command the Post
during Vietnam and Watergate"
6831,6831,"""After getting a note demanding his presence, Federal Agent Aaron Falk
arrives in his hometown for the first time in decades to attend the funeral
of his best friend Luke. Twenty years ago when Falk was accused of murder,
Luke was his alibi. Falk and his father fled under a cloud of suspicion,
saved from prosecution only because of Luke's steadfast claim that the boys
had been together at the time of the crime. But now more than one person
knows they didn't tell the truth back then, and Luke is dead""--Amazon.com."
6832,6832,"As polo instructor Nick Kaharchek and mother-of-two Billie Pearce enjoy a
budding romance, a killer closes in on them."
6833,6833,"الأجنحة المتكسرةKahlil Gibran, Anthony R. Ferris"
6834,6834,"Two GravesDouglas Preston, Lincoln Child"
6835,6835,"Coming into their own in the lost city of Kelsingra, four dragon keepers
who have transformed into beautiful Elderlings must find the mythical
silver wells to keep their dragons alive while protecting them from
encroaching enemies."
6836,6836,"Reviews the individuals, tactics, and events involved in Field Marshal
Bernard Law Montgomery's plan to end World War II"
6837,6837,"Just like other kids, Zinkoff rides his bike, hopes for snow days, and
wants to be like his dad when he grows up. But Zinkoff also raises his hand
with all the wrong answers, trips over his own feet, and falls down with
laughter over a word like ""Jabip."" Other kids have their own word to
describe him, but Zinkoff is too busy to hear it. He doesn't know he's not
like everyone else. And one winter night, Zinkoff's differences show that
any name can someday become ""hero."""
6838,6838,SepulchreKate Mosse
6839,6839,"A complete guide to the vagabond approach to travel espouses taking time
off from one's normal routine--for weeks to years--to discover the wonders
of the world for oneself, explaining how to plan and prepare for travel,
simplify one's lifestyle and adapt to life on the road, handle travel
adversity, and finally, reassimilate to ordinary life. Original. 15,000
first printing."
6840,6840,"U.S. Marshal Anita Blake must rescue a teenage girl who has been abducted
by an ordinary group of people who turn out to be newly-turned vampires."
6841,6841,"The last uncompleted novel of Ernest Hemingway, published posthumously in
1986, charts the life of a young American writer and his glamorous wife who
fall for the same woman. A sensational bestseller when it appeared in 1986,
The Garden of Eden is the last uncompleted novel of Ernest Hemingway, which
he worked on intermittently from 1946 until his death in 1961. Set on the
Côte d'Azur in the 1920s, it is the story of a young American writer, David
Bourne, his glamorous wife, Catherine, and the dangerous, erotic game they
play when they fall in love with the same woman. ""A lean, sensuous
narrative...taut, chic, and strangely contemporary,"" The Garden of Eden
represents vintage Hemingway, the master ""doing what nobody did better"" (R.
Z. Sheppard, Time)."
